YEAR,STATE,RATE,DEATHS,LAT,LON
2005,Montana,10.1,96,46.921925,-110.454353
2005,Nebraska,5,86,41.12537,-98.268082
2005,Nevada,18.7,457,38.313515,-117.055374
2005,New Hampshire,10.7,142,43.452492,-71.563896
2005,New Jersey,9.4,823,40.298904,-74.521011
2005,New Mexico,20.1,373,34.840515,-106.248482
2005,New York,4.8,944,42.165726,-74.948051
2005,North Carolina,11.4,1000,35.630066,-79.806419
2005,North Dakota,0,12,47.528912,-99.784012
2005,Ohio,10.9,1243,40.388783,-82.764915
2005,Oklahoma,13.8,478,35.565342,-96.928917
2005,Oregon,10.4,386,44.572021,-122.070938
2005,Pennsylvania,13.2,1613,40.590752,-77.209755
2005,Rhode Island,14.3,156,41.680893,-71.51178
2005,South Carolina,9.9,427,33.856892,-80.945007
2005,South Dakota,5.5,40,44.299782,-99.438828
2005,Tennessee,14.5,872,35.747845,-86.692345
2005,Texas,8.5,1910,31.054487,-97.563461
2005,Utah,19.3,438,40.150032,-111.862434
2005,Vermont,8.5,53,44.045876,-72.710686
2005,Virginia,7.5,581,37.769337,-78.169968
2005,Washington,13,850,47.400902,-121.490494
2005,West Virginia,10.5,184,38.491226,-80.954212
2005,Wisconsin,9.3,518,44.268543,-89.616508
2005,Wyoming,4.9,26,42.755966,-107.30249
